Lesson,N,HTML,TITLE
37,9,"<iframe src=""https://learningapps.org/watch?v=pobsbj89j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
37,6,"<iframe src=""https://learningapps.org/watch?v=p22o0ia5k19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Ie/ce...
37,8,"<iframe src=""https://learningapps.org/watch?v=pmfuehj2j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",L'accord du P.P.
37,5,"<iframe src=""https://learningapps.org/watch?v=p8smfk1j319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectifs démonstratifs
37,3,"<iframe src=""https://learningapps.org/watch?v=p4jooodct19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
37,2,"<iframe src=""https://learningapps.org/watch?v=p2m66zf3c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe offrir
37,7,"<iframe src=""https://learningapps.org/watch?v=potch4xqt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>","Oui, non, si "
38,9,"<iframe src=""https://learningapps.org/watch?v=pmrgrc18a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
38,7,"<iframe src=""https://learningapps.org/watch?v=ps6eq6zwn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les verbes de la famille ouvrir (P.C.)
38,8,"<iframe src=""https://learningapps.org/watch?v=pkah6wrgn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les verbes de la famille ouvrir (Présent)
38,3,"<iframe src=""https://learningapps.org/watch?v=pq5o0pg2k19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
38,6,"<iframe src=""https://learningapps.org/watch?v=pidad0p6a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectifs possessifs
38,5,"<iframe src=""https://learningapps.org/watch?v=ppnxw42nn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
38,4,"<iframe src=""https://learningapps.org/watch?v=pk0wc3w3n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Moi-même
38,1,"<iframe src=""https://learningapps.org/watch?v=pabm7u6d219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Prononciation
38,2,"<iframe src=""https://learningapps.org/watch?v=pw5ke493519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les adjectifs démonstratifs
39,1,"<iframe src=""https://learningapps.org/watch?v=p8estasza19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Dialogue
39,8,"<iframe src=""https://learningapps.org/watch?v=p75p0mxt319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les verbes en -uire (P.C.)
39,7,"<iframe src=""https://learningapps.org/watch?v=p28biswut19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les verbes en -uire (Présent)
39,9,"<iframe src=""https://learningapps.org/watch?v=pfzgr8r5c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
39,4,"<iframe src=""https://learningapps.org/watch?v=puamx09qn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectifs possessifs
39,2,"<iframe src=""https://learningapps.org/watch?v=ppi8b88zt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les adjectifs démonstratifs
39,5,"<iframe src=""https://learningapps.org/watch?v=p4khkc7w519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Tomber
39,3,"<iframe src=""https://learningapps.org/watch?v=pm4zcitht19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
39,6,"<iframe src=""https://learningapps.org/watch?v=pzx8dxcy219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",La famille
40,9,"<iframe src=""https://learningapps.org/watch?v=proqujt8c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les paronymes
40,8,"<iframe src=""https://learningapps.org/watch?v=pz4njbudt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
40,7,"<iframe src=""https://learningapps.org/watch?v=p7wab5a6219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",À moi
40,1,"<iframe src=""https://learningapps.org/watch?v=p2nikj4e319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Orientation
40,4,"<iframe src=""https://learningapps.org/watch?v=pgszfija519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
40,3,"<iframe src=""https://learningapps.org/watch?v=prwystdit19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
40,2,"<iframe src=""https://learningapps.org/watch?v=prib12mdk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe lire au Présent
40,6,"<iframe src=""https://learningapps.org/watch?v=phigh9gpa19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectifs possessifs
40,5,"<iframe src=""https://learningapps.org/watch?v=pbn1zu8c519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",La famille
41,6,"<iframe src=""https://learningapps.org/watch?v=p4psoymut19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",adjectifs possessifs
41,9,"<iframe src=""https://learningapps.org/watch?v=pq05d2k6k19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",le P.C.
41,4,"<iframe src=""https://learningapps.org/watch?v=pmetr3q7n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",le verbe mentir au Présent
41,2,"<iframe src=""https://learningapps.org/watch?v=p7c1t3vnv19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",verbes en -er
41,8,"<iframe src=""https://learningapps.org/watch?v=prpojnuea19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",orientation
41,5,"<iframe src=""https://learningapps.org/watch?v=pa2syxoka19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",la famille
41,1,"<iframe src=""https://learningapps.org/watch?v=p34kiwqqn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",lexique
41,3,"<iframe src=""https://learningapps.org/watch?v=p9khvkr8j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",lexique
41,7,"<iframe src=""https://learningapps.org/watch?v=p1iw1jpxn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",le verbe lire
42,2,"<iframe src=""https://learningapps.org/watch?v=pcf0vf3it19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",la famille
42,5,"<iframe src=""https://learningapps.org/watch?v=pqq86oz3a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",trousse
42,9,"<iframe src=""https://learningapps.org/watch?v=pgq6aon9n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",le P.C.
42,7,"<iframe src=""https://learningapps.org/watch?v=pss5b6tha19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",adjectifs possesifs
42,1,"<iframe src=""https://learningapps.org/watch?v=pcu6bsat519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",dialogue
42,3,"<iframe src=""https://learningapps.org/watch?v=paz0tzefa19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",lexique
42,8,"<iframe src=""https://learningapps.org/watch?v=pcxxzuqvk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",orientation
42,6,"<iframe src=""https://learningapps.org/watch?v=puo62y6q319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",dans l'appartement
42,4,"<iframe src=""https://learningapps.org/watch?v=p47m6tnza19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",le verbe mentir
43,4,"<iframe src=""https://learningapps.org/watch?v=pg97gn8vn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe suivre
43,9,"<iframe src=""https://learningapps.org/watch?v=p0tbnna0t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
43,8,"<iframe src=""https://learningapps.org/watch?v=po7uq8vb219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Pour aller à
43,7,"<iframe src=""https://learningapps.org/watch?v=p8s3i7ee519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Dans l'appartement
43,6,"<iframe src=""https://learningapps.org/watch?v=pxu0i1x5c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Trousse
43,1,"<iframe src=""https://learningapps.org/watch?v=pte6b1cmk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
43,3,"<iframe src=""https://learningapps.org/watch?v=phc9z59ua19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
43,5,"<iframe src=""https://learningapps.org/watch?v=px653sw5j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Suivre
44,5,"<iframe src=""https://learningapps.org/watch?v=pfptvd9b519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les verbe en -cer
44,3,"<iframe src=""https://learningapps.org/watch?v=pykmhftzt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
44,7,"<iframe src=""https://learningapps.org/watch?v=prpu9k4ga19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le genre (род)
44,6,"<iframe src=""https://learningapps.org/watch?v=p4bmxxv2t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectifs démonstratifs
44,9,"<iframe src=""https://learningapps.org/watch?v=pyhzgx4zc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux
44,1,"<iframe src=""https://learningapps.org/watch?v=pch4hx7zt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
44,4,"<iframe src=""https://learningapps.org/watch?v=ptmz051hc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
44,2,"<iframe src=""https://learningapps.org/watch?v=pfvj1ffx519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Matière
44,8,"<iframe src=""https://learningapps.org/watch?v=ps4r3dsdn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Pour aller à
45,3,"<iframe src=""https://learningapps.org/watch?v=pfijzrg3c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Dialogue
45,7,"<iframe src=""https://learningapps.org/watch?v=prgi7txg519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
45,4,"<iframe src=""https://learningapps.org/watch?v=ph5c7de6a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe reconnaître
45,1,"<iframe src=""https://learningapps.org/watch?v=psni7gmua19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Prononciation
45,8,"<iframe src=""https://learningapps.org/watch?v=prmzs4k0v19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux
45,2,"<iframe src=""https://learningapps.org/watch?v=px0cueuc319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
45,6,"<iframe src=""https://learningapps.org/watch?v=po0wqgjua19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Adjectifs possesifs
45,5,"<iframe src=""https://learningapps.org/watch?v=p9qqh8t5c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
45,9,"<iframe src=""https://learningapps.org/watch?v=p2pftcskn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux
46,3,"<iframe src=""https://learningapps.org/watch?v=pnw1cq5pa19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
46,9,"<iframe src=""https://learningapps.org/watch?v=pz4dkzs4c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
46,5,"<iframe src=""https://learningapps.org/watch?v=p7wwhyozn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
46,7,"<iframe src=""https://learningapps.org/watch?v=pytuy4xkt19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique (verbes)
46,8,"<iframe src=""https://learningapps.org/watch?v=pvs4mmftj19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux
46,2,"<iframe src=""https://learningapps.org/watch?v=pge5xx56319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Feu
46,1,"<iframe src=""https://learningapps.org/watch?v=pubsrvvza19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
46,4,"<iframe src=""https://learningapps.org/watch?v=p5btjd82v19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe promettre
46,6,"<iframe src=""https://learningapps.org/watch?v=pe4rxoobn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe dire au Présent
47,2,"<iframe src=""https://learningapps.org/watch?v=pbqicot7n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique (verbes)
47,7,"<iframe src=""https://learningapps.org/watch?v=pjqvuwbi319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux
47,1,"<iframe src=""https://learningapps.org/watch?v=p72tq8adk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
47,3,"<iframe src=""https://learningapps.org/watch?v=pm7u013v319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
47,9,"<iframe src=""https://learningapps.org/watch?v=pmjkym7en19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux (inversion)
47,6,"<iframe src=""https://learningapps.org/watch?v=p1eo05n3a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Bp de choses à infinitif
47,8,"<iframe src=""https://learningapps.org/watch?v=p2hdmec6n19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux
47,4,"<iframe src=""https://learningapps.org/watch?v=pac3nfyj319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe dire
47,5,"<iframe src=""https://learningapps.org/watch?v=pz93zq81c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Dire ou parler
48,6,"<iframe src=""https://learningapps.org/watch?v=p8ko5raha19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Impératif
48,7,"<iframe src=""https://learningapps.org/watch?v=p3mfcswct19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux (lexique)
48,5,"<iframe src=""https://learningapps.org/watch?v=pwxbm1gzn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",C'est+adjectif
48,9,"<iframe src=""https://learningapps.org/watch?v=pvy881xhc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux (P.C.)
48,3,"<iframe src=""https://learningapps.org/watch?v=pc1nqixm519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
48,2,"<iframe src=""https://learningapps.org/watch?v=p7ut5aj0c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
48,4,"<iframe src=""https://learningapps.org/watch?v=pyzcodn0j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
48,8,"<iframe src=""https://learningapps.org/watch?v=pmsiqxz4j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux (Présent)
48,1,"<iframe src=""https://learningapps.org/watch?v=pg7sq5xw219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Prononciation
49,8,"<iframe src=""https://learningapps.org/watch?v=p7o2omtac19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux (Présent)
49,6,"<iframe src=""https://learningapps.org/watch?v=ph77fcji519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Impératif
49,2,"<iframe src=""https://learningapps.org/watch?v=psemqstd519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux
49,5,"<iframe src=""https://learningapps.org/watch?v=pc2rqs51j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",La France en fête
49,7,"<iframe src=""https://learningapps.org/watch?v=p2jnmvefc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Grâce à/à cause de
49,4,"<iframe src=""https://learningapps.org/watch?v=pv1z3pid219"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les verbes avec é
49,9,"<iframe src=""https://learningapps.org/watch?v=pj603oz0k19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux au P.C.
49,3,"<iframe src=""https://learningapps.org/watch?v=ptiqd1i8j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
49,1,"<iframe src=""https://learningapps.org/watch?v=paua2dh5c19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
50,2,"<iframe src=""https://learningapps.org/watch?v=pzhwc904519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le féminin
50,5,"<iframe src=""https://learningapps.org/watch?v=pz5a21fbn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Fêtes
50,7,"<iframe src=""https://learningapps.org/watch?v=pasobvv9a19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Ma journée
50,8,"<iframe src=""https://learningapps.org/watch?v=p7sa1hm6519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
50,9,"<iframe src=""https://learningapps.org/watch?v=p3ioffrok19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux (inversion)
50,1,"<iframe src=""https://learningapps.org/watch?v=pds6qf2xn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
50,6,"<iframe src=""https://learningapps.org/watch?v=phycociz519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Impératif
50,4,"<iframe src=""https://learningapps.org/watch?v=pihw7ip9t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les verbes en -ger
50,3,"<iframe src=""https://learningapps.org/watch?v=pr08vozua19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
51,4,"<iframe src=""https://learningapps.org/watch?v=pewv88zj319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Recevoir
51,6,"<iframe src=""https://learningapps.org/watch?v=pypyp8nk519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le corps humain
51,9,"<iframe src=""https://learningapps.org/watch?v=p6nxb06ct19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
51,1,"<iframe src=""https://learningapps.org/watch?v=pxwgm3btn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
51,3,"<iframe src=""https://learningapps.org/watch?v=p4rhcd5fc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
51,5,"<iframe src=""https://learningapps.org/watch?v=pox4bgn6j19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Impératif des verbes pronominaux
51,2,"<iframe src=""https://learningapps.org/watch?v=p4bx2gvk519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
51,8,"<iframe src=""https://learningapps.org/watch?v=p5dz9jed319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Verbes pronominaux (inversion)
51,7,"<iframe src=""https://learningapps.org/watch?v=psgf55fu319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe croire au Présent
52,9,"<iframe src=""https://learningapps.org/watch?v=pgwuyu5bc19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Impératif
52,8,"<iframe src=""https://learningapps.org/watch?v=pt2y052d519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le F.Proche/dans
52,4,"<iframe src=""https://learningapps.org/watch?v=pcxommpzk19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
52,1,"<iframe src=""https://learningapps.org/watch?v=pbaewsjej19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Les homonymes
52,3,"<iframe src=""https://learningapps.org/watch?v=pwqfr2c4519"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Lexique
52,6,"<iframe src=""https://learningapps.org/watch?v=pe1k25v6t19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le corps
52,2,"<iframe src=""https://learningapps.org/watch?v=p4wzsoao319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Dialogue
52,5,"<iframe src=""https://learningapps.org/watch?v=pbpnyrbj319"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe croire
52,7,"<iframe src=""https://learningapps.org/watch?v=pwhjvpwsn19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le verbe recevoir au Présent
53,8,"<iframe src=""https://learningapps.org/watch?v=poows5rot19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Réction des verbes
53,9,"<iframe src=""https://learningapps.org/watch?v=phxxx9tun19"" style=""border:0px;width:100%;height:500px"" webkitallowfullscreen=""true"" mozallowfullscreen=""true""></iframe>",Le P.C.
