VERB,TEMPLATE,S'EN,CAN BE PASSIVE,CAN BE FEMININ,PRONOMINAL ONLY,CAN BE PRONOMINAL,HAVE 2 FORMS OF CONJOUGATION,Fréquent,Transitif,Intransitif,pronominale,Impersonnel,*,Défectif,BE,Afrique,Québec,AVOIR,ÊTRE,DEFECTIVE,IMPERSONNEL,книжный,редкоупотребимый,устаревший,слэнг,GROUP No,Règle IDX,
,,,,,,,,is_frequent,is_transitive,is_intransitive,is_pronominal,,aspirate_h,,belgium,africa,canada,conjugated_with_avoir,conjugated_with_etre,is_defective,is_impersonal,book,is_rare,is_archaique,is_slang,group_no,,
affruiter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
affubler,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
affurer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
affûter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
africaniser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
agender,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agenouiller,aim:er,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,,,1,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,1,114,2
agglutiner,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
aggraver,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
agioter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agiter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
agoniser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agrafer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agrainer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agréer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,36,1
agrémenter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agresser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agricher,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
agriffer,aim:er,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,1,114,1
agripper,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
aguicher,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ahaner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aider,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
aiguiller,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aiguillonner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aiguiser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
ailler,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aimanter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aimer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
airer,aim:er,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ajointer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ajourer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ajourner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ajouter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
ajuster,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
alambiquer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
alarmer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
alcaliniser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
alcaliser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
alcooliser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
alerter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aleviner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aligner,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
alimenter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
aliter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,114,2
allaiter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
allégoriser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
allier,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,3
allouer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,114,1
allumer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
alluvionner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
alpaguer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
alphabétiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
alterner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
aluminer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aluner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,1,1,,,1,114,1
amadouer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
amalgamer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
amancher,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,0
amariner,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
amarrer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
amasser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
ambitionner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ambler,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ambrer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
améliorer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
amender,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
amenuiser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,114,2
américaniser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
ameuter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
amidonner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
amnistier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
amocher,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
amodier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
amouracher,aim:er,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,1,114,1
amplifier,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,2
amputer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
amurer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
amuser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
analgésier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
analyser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
anastomoser,aim:er,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,#N/A,,,,FALSE,TRUE,FALSE,FALSE,,,,,1,114,1
anathématiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
anatomiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ancrer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
anémier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
anesthésier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
anglaiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
angliciser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
angoisser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
animaliser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
animer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
aniser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ankyloser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
annexer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
annihiler,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
annoter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
annualiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
annuler,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
anodiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ânonner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
antéposer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
anticiper,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
anticommuter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,0
antidater,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
antiparasiter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
antiquer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,0
aoûter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
apaiser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
apeurer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,114,1
apiquer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
apostasier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
aposter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
apostiller,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
apostropher,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
appairer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
appareiller,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
apparenter,aim:er,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,1,114,1
apparier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
appâter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
appliquer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
appointer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
apponter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
apporter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
apposer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,114,1
apprécier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,2
appréhender,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
apprêter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,114,2
apprivoiser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
approcher,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
approprier,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,2
approuver,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
approvisionner,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
approximer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,0
apurer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arabiser,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
araser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arbitrer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arborer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arboriser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arc-bouter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
archaïser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
architecturer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
archiver,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arçonner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ardoiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
argenter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
arguer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,1,,,,1,114,1
argumenter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
ariser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
armer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
armorier,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,37,1
arnaquer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
aromatiser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arpenter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arquer,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
arracher,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,3
arraisonner,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arrenter,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arrêter,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,4
arrimer,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arriser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,1
arriver,aim:er,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,,1,,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,1,114,2
arroser,aim:er,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
articuler,aim:er,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,1,114,2
