Группа,Прямая форма,Возвратная форма
III,rasseoir,se rasseoir
III,rassir,se rassir
III,recevoir,se recevoir
III,recoudre,se recoudre
III,reconnaître,se reconnaître
III,recouvrir,se recouvrir
III,recueillir,se recueillir
III,réduire,se réduire
III,redissoudre,se redissoudre
III,refaire,se refaire
III,réinscrire,se réinscrire
III,rejoindre,se rejoindre
III,relire,se relire
III,remettre,se remettre
III,rendre,se rendre
III,rendormir,se rendormir
III,repaître,se repaître
III,répandre,se répandre
III,repentir,se repentir
III,répondre,se répondre
III,reprendre,se reprendre
III,reproduire,se reproduire
III,résoudre,se résoudre
III,ressentir,se ressentir
III,resservir,se resservir
III,ressouvenir,se ressouvenir
III,restreindre,se restreindre
III,retenir,se retenir
III,en revenir,s'en revenir
III,revoir,se revoir
III,revendre,se revendre
III,revêtir,se revêtir
III,rompre,se rompre
III,rouvrir,se rouvrir
III,savoir,se savoir
III,satisfaire,se satisfaire
III,sentir,se sentir
III,servir,se servir
III,sortir,se sortir
III,souffrir,se souffrir
III,soumettre,se soumettre
III,sourire,se sourire
III,soustraire,se soustraire
III,soutenir,se soutenir
III,souvenir,se souvenir
III,suffire,se suffire
III,suivre,se suivre
III,surprendre,se surprendre
III,survivre,se survivre
III,suspendre,se suspendre
III,taire,se taire
III,tenir,se tenir
III,teindre,se teindre
III,tendre,se tendre
III,tordre,se tordre
III,traduire,se traduire
III,transmettre,se transmettre
III,en venir,s'en venir
III,voir,se voir
III,vouloir,se vouloir
III,en vouloir,s'en vouloir
III,valoir,se valoir
III,vaincre,se vaincre
III,vendre,se vendre
III,vêtir,se vêtir
